message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
REFUND ALERT: Rs.10000 credited. Varify payement link: https://tinyurl.com/p7010,upi_payment_scam,"urgency,reward","payment,refund,credited,Rs",0.7,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
Parcel delivery failed. Reschedule by paying Rs.5000 charges: https://rb.gy/u6316,parcel_delivery_scam,curiosity,"parcel,delivery",0.63,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your phone will be locked in 24 hours due to virus. Fix now: https://bit.ly/i4472,tech_support_scam,"urgency,fear",virus,0.67,scam,SMS,english,general,malware_link,initial_contact,spread_malware
"Last day! Invest Rs.500000 today, get Rs.500000 tomorrow: https://cutt.ly/k8441",investment_scam,reward,invest,0.65,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Your electricity bill for Rs.2500 is due by 14/5/2024. Pay online.,legitimate_message,none,none,0.09,legitimate,SMS,english,general,none,none,none
Join our trading group. Make Rs.500000 daily from home: https://bit.ly/o2003,investment_scam,urgency,trading,0.68,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Hi! Thanks for contacting Jio support. Your ticket number: 285643024,legitimate_message,none,none,0.26,legitimate,SMS,english,general,none,none,none
Your flight booking confirmed. PNR: 631096873. Journey: 26/2/2024,legitimate_message,none,confirmed,0.15,legitimate,SMS,english,general,none,none,none
Work from home - kama sakte Rs.500000/month. Simple data entry. Register: https://rb.gy/k9618 ⏰,job_scam,urgency,"work from home,earn",0.82,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
URGENT: Complete your Kotak KYC verification to avoid account suspension. Click: https://tinyurl.com/n9870,bank_kyc_scam,"urgency,curiosity","KYC,urgent,account",0.93,scam,SMS,english,general,impersonation,initial_contact,identity_theft
SEBI registered investment plan. Triple your investment: https://short.link/f7933,investment_scam,reward,invest,0.68,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Sir 519821 apka verification code hai is OTP ko share karke account verify kare ⏰,otp_scam,"social_engineering,curiosity","OTP,share,verify",0.86,scam,WhatsApp,hinglish,general,otp_request,account_takeover,account_takeover
WhatsApp investment group - Rs.5000 to Rs.500000 in 1 month guaranteed,investment_scam,urgency,"invest,guaranteed",0.85,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Your Jio order is stuck at port. Pay import duty Rs.100000: https://tinyurl.com/u4394,parcel_delivery_scam,curiosity,duty,0.81,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Hi! Thanks for contacting Amazon support. Your ticket number: 316879736,legitimate_message,none,none,0.26,legitimate,SMS,english,online_shoppers,none,none,none
Reminder: Your ICICI credit card payment of Rs.500 due on 26/10/2024,legitimate_message,none,reminder,0.16,legitimate,SMS,english,general,none,none,none
Parcel delivery failed. Reschedule by paying Rs.25000 charges: https://ow.ly/g6910,parcel_delivery_scam,urgency,"parcel,delivery",0.58,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your .. Gmail .. verification .. code .. is .. 442988. .. Customer .. care .. needs .. this .. for .. account .. recovery,otp_scam,social_engineering,"verification,code,customer care",0.86,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your BHIM limit increased 2 Rs.5000. Activate now: https://cutt.ly/u5773,upi_payment_scam,urgency,Rs,0.74,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
Your Reliance order is stuck at port. Pay import duty Rs.1000: https://short.link/c4092,parcel_delivery_scam,urgency,duty,0.59,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your Flipkart subscription renewed successfully. Amount: Rs.50000,legitimate_message,none,none,0.19,legitimate,SMS,english,online_shoppers,none,none,none
You are selected for Flipkart vacancy. Pay Rs.10000 registration fee: https://short.link/w2047,job_scam,reward,"registration fee,vacancy",0.8,scam,SMS,english,job_seekers,payment_request,payment_request,financial_fraud
"OTP for Rs.50000 payment: 827295. To cancel, share this OTP with us on +91-8302475365 ⚠️",otp_scam,"urgency,social_engineering","OTP,share",0.88,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Thank you for shopping with Airtel. Order 868488378 confirmed.,legitimate_message,none,"confirmed,thank you",0.24,legitimate,SMS,english,online_shoppers,none,none,none
"Train ticket booked: PNR 816032286, Journey date: 15/2/2024",legitimate_message,none,booked,0.24,legitimate,SMS,english,general,none,none,none
CONGRATULATIONS! You won Rs.500000 in KBC lottery. Claim: https://short.link/v8132,lottery_scam,"reward,curiosity","lottery,congratulations,won,claim",0.74,scam,SMS,english,general,phishing_link,trust_building,steal_information
WINNER ALERT: Your number won Rs.500 crores in lottery. Claim code: WIN3276,lottery_scam,reward,"winner,lottery,won,claim",0.78,scam,SMS,english,general,information_theft,trust_building,financial_fraud
PAN Card blocked by Income Tax Dept. Reactivate: https://short.link/d9433,government_impersonation,"urgency,fear,authority","Income Tax,PAN",0.84,scam,SMS,english,general,impersonation,initial_contact,identity_theft
WhatsApp investment group - Rs.5000 to Rs.100000 in 1 month guarantee,investment_scam,reward,"invest,guaranteed",0.7,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Rs.100000 .. pending .. in .. ur .. Google .. Pay .. wallet. .. Complete .. verification: .. https://cutt.ly/r2465,upi_payment_scam,reward,"Rs,wallet",0.78,scam,WhatsApp,english,general,payment_request,initial_contact,financial_fraud
You have received Rs.25000 in your account. Accept payment via https://tinyurl.com/i2858,upi_payment_scam,urgency,"payment,Rs,accept",0.58,scam,SMS,english,general,payment_request,payment_request,financial_fraud
"Work 2 hours daily, earn Rs.5000 monthly. Training provided: https://short.link/q5387",job_scam,"urgency,reward",earn,0.79,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Thank you for shopping with Amazon. Order 528507824 confirmed.,legitimate_message,none,"confirmed,thank you",0.09,legitimate,SMS,english,online_shoppers,none,none,none
WINNER! Apne jeeta Rs.10000 crore lottery me claim code: {code},lottery_scam,"reward,curiosity","lottery,congratulations,won,claim",0.81,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Your OTP is 781718. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,social_engineering,"OTP,share",0.84,scam,SMS,english,general,otp_request,account_takeover,account_takeover
You are selected winner of Airtel lucky draw - Rs.500000! Call +91-7981541175,lottery_scam,reward,"winner,lucky draw",0.87,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Your Gmail password changed by someone. Reset here: https://short.link/t4856,tech_support_scam,fear,none,0.7,scam,SMS,english,general,impersonation,initial_contact,steal_information
"Dear customer, minimum balance in your HDFC account is Rs.5000",legitimate_message,none,none,0.03,legitimate,Email,english,general,none,none,none
Confirm OTP 574776 to stop unauthorized transaction of Rs.2500 ⚠️,otp_scam,"urgency,fear,social_engineering",OTP,0.78,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your ICICI ATM card will be blocked. Update KYC now: https://short.link/a2176,bank_kyc_scam,"urgency,fear,authority","KYC,blocked,update",0.86,scam,SMS,english,general,impersonation,information_theft,identity_theft
558916 is your security code. Bank official will ask for this to unblock your account,otp_scam,"urgency,authority,social_engineering","code,security",0.9,scam,SMS,english,general,otp_request,account_takeover,account_takeover
PAN Card blocked by Income Tax Dept. Reactivate: https://tinyurl.com/h2808,government_impersonation,"urgency,fear,authority","Income Tax,PAN",0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"OTP for Rs.1000 payment: 635779. To cancel, share this OTP with us on +91-7358510090 ⚠️",otp_scam,"urgency,social_engineering","OTP,share",0.75,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
"Dear customer, your IDBI account credited with Rs.25000 on 26/5/2024",legitimate_message,none,none,0.2,legitimate,Email,english,general,none,none,none
Your PAN linked to fraudulent account. Clear your name: https://tinyurl.com/c5699,government_impersonation,authority,PAN,0.88,scam,SMS,english,general,impersonation,initial_contact,identity_theft
ACTION REQUIRED: IDBI KYC update mandatory. Click https://ow.ly/g1609 to avoid Rs.500 penalty,bank_kyc_scam,"urgency,fear,curiosity","KYC,update",0.89,scam,SMS,english,general,impersonation,initial_contact,identity_theft
WARNING: 6 malware detected. Install security patch: https://bit.ly/c8922,tech_support_scam,urgency,"security,malware",0.73,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Unauthorized access detected. Verify your akount: https://short.link/e2952 ‼️,tech_support_scam,"urgency,curiosity",none,0.77,scam,WhatsApp,english,general,impersonation,information_theft,steal_information
WARNING: 28 malwr detected. Install security patch: https://tinyurl.com/x3998,tech_support_scam,fear,"security,malware",0.64,scam,SMS,english,general,impersonation,initial_contact,spread_malware
REFUND ALERT: Rs.50000 from Infosys ready. Verify account: https://short.link/u5909,refund_scam,"reward,curiosity",refund,0.68,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Your khata is locked. Verify OTP 473747 with support team to unlock,otp_scam,"urgency,social_engineering,curiosity","OTP,verify",0.8,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your account is locked. Verify OTP 549565 with support team to unlock,otp_scam,"urgency,social_engineering,curiosity","OTP,verify",0.79,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Confirm OTP 243240 to stop unauthorized transaction of Rs.500,otp_scam,"urgency,fear,social_engineering",OTP,0.94,scam,SMS,english,general,otp_request,account_takeover,account_takeover
PAN Card blok by Income Tax Dept. Reactivate: https://short.link/z6095,government_impersonation,"fear,authority","Income Tax,PAN",0.83,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Unauthorized access detected. Verify aapki account: https://cutt.ly/f3622 ‼️,tech_support_scam,"urgency,curiosity",none,0.81,scam,WhatsApp,hinglish,general,impersonation,information_theft,steal_information
Your OTP is 498215. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,"urgency,social_engineering","OTP,share",0.82,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Reminder: Your HDFC credit card payment of Rs.5000 due on 2/7/2024,legitimate_message,none,reminder,0.05,legitimate,SMS,english,general,none,none,none
You .. are .. selected .. for .. Reliance .. annual .. prize .. Rs.2500. .. Registration .. required,lottery_scam,reward,prize,0.73,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
REFUND ALERT: Rs.10000 from Flipkart ready. Verrify khata: https://cutt.ly/p5942 🚨,refund_scam,"urgency,reward",refund,0.82,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
SEBI registered investment plan. Triple ur investment: https://bit.ly/v4701,investment_scam,reward,invest,0.82,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Govt. of India: You are eligible for PM subsidy Rs.500. Apply: https://tinyurl.com/d7442,government_impersonation,authority,Govt,0.9,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your number is selected in Airtel mega lottery Rs.1000 crores! 🎉,lottery_scam,"reward,curiosity",lottery,0.66,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
SEBI registrationed investment plan. Triple apka investment: https://cutt.ly/o8647,investment_scam,urgency,invest,0.75,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Google hiring for data entry - Rs.100000/month. Registration: https://ow.ly/a7614,job_scam,reward,hiring,0.73,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Parcel delivry failed. Reschedule by paying Rs.1000 charges: https://cutt.ly/e7342 ❌,parcel_delivery_scam,curiosity,"parcel,delivery",0.77,scam,WhatsApp,english,online_shoppers,phishing_link,payment_request,steal_information
urgnt: .. Flipkart .. hiring .. kar .. rahi .. ghar .. se .. kaam .. koi .. experience .. nahi .. chahiye: .. https://short.link/e7556 .. 🚨,job_scam,urgency,"job,earn",0.78,scam,WhatsApp,hinglish,job_seekers,phishing_link,initial_contact,steal_information
"OTP 297787 for transaction of Rs.500000. If not requested, call +91-8312241818",otp_scam,"fear,social_engineering",OTP,0.82,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Join our trading group. Make Rs.500 daily from home: https://short.link/s6996,investment_scam,reward,trading,0.74,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
"Dear Sir/Madam, As per RBI guidelines, update your BOB KYC details: https://bit.ly/t2634",bank_kyc_scam,"authority,curiosity","KYC,update,RBI",0.9,scam,Email,english,elderly,impersonation,initial_contact,identity_theft
"OTP for Rs.500000 payment: 674879. To cancel, share this OTP with us on +91-8011849971",otp_scam,"urgency,social_engineering","OTP,share",0.84,scam,SMS,english,general,otp_request,account_takeover,account_takeover
IMPORTANT: HDFC khata frozen due to KYC non-compliance. Update foran: https://cutt.ly/l3892,bank_kyc_scam,fear,"KYC,update,account",0.77,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Courier .. delivery .. failed .. 3 .. times. .. Final .. attempt .. - .. update .. details: .. https://rb.gy/f4276,parcel_delivery_scam,"urgency,curiosity","delivery,courier",0.68,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
